Chapter,Shlok,sanskrit,english,hindi,Doha1,Doha2,Naam
3,18,नैव तस्य कृतेनार्थो नाकृतेनेह कश्चन | न चास्य सर्वभूतेषु कश्चिदर्थव्यपाश्रय:  (18),Such self-realized souls have nothing to gain or lose either in discharging or renouncing their duties. Nor do they need to depend on other living beings to fulfill their self-interest.,ऐसी आत्मलीन आत्माओं को अपने कर्तव्य का पालन करने या उनसे विमुख होने से कुछ पाना या खोना नहीं होता और न ही उन्हें अपनी निजी आवश्यकताओं की पूर्ति के लिए अन्य जीवों पर निर्भर रहने की आवश्यकता होती है।,कर्मो के करने न करने में कुछ स्वार्थ नहीं होता,वैसे ही उसके जीवन में उसका स्वार्थ नही होता।।18।।,कर्म योग
3,19,तस्मादसक्त: सततं कार्यं कर्म समाचर | असक्तो ह्याचरन्कर्म परमाप्नोति पूरुष:  (19),"Therefore, giving up attachment, perform actions as a matter of duty because by working without being attached to the fruits, one attains the Supreme.",अतः आसक्ति का त्याग कर अपने कार्य को कर्तव्य समझ कर फल की आसक्ति के बिना निरन्तर कर्म करने से ही किसी को परमात्मा की प्राप्ति होती है।,"अतः काम कर तू अंसग हो,करता रह कर्तव्य मगर","कर विरक्त हो सदा आचरण, चाह परम पद की है गर।।19।।",कर्म योग
3,20,कर्मणैव हि संसिद्धिमास्थिता जनकादय: | लोकसंग्रहमेवापि सम्पश्यन्कर्तुमर्हसि  (20) यद्यदाचरति श्रेष्ठस्तत्तदेवेतरो जन: | स यत्प्रमाणं कुरुते लोकस्तदनुवर्तते  (21),"By performing their prescribed duties, King Janak and others attained perfection. You should also perform your duties to set an example for the good of the world. Whatever actions great persons perform, common people follow. Whatever standards they set, all the world pursues.","राजा जनक और अन्य महापुरुषों ने अपने नियत कर्मों का पालन करते हुए सिद्धि प्राप्त की थी इसलिए तुम्हें भी अपने कर्तव्यों का निर्वाहन करते हुए समाज के कल्याण के लिए अनुकरणीय उदाहरण प्रस्तुत करना चाहिए। महापुरुष जो भी कर्म करते हैं, सामान्य जन उनका पालन करते हैं, वे जो भी आदर्श स्थापित करते हैं, सारा संसार उनका अनुसरण करता है।",जनक आदि ने कर्मो से ही सिद्धि सफलता पाई है,जनहितकारी शुभ कर्मो ने सच में ख्याति दिलाई है।।20।।,कर्म योग
3,21,कर्मणैव हि संसिद्धिमास्थिता जनकादय: | लोकसंग्रहमेवापि सम्पश्यन्कर्तुमर्हसि  (20) यद्यदाचरति श्रेष्ठस्तत्तदेवेतरो जन: | स यत्प्रमाणं कुरुते लोकस्तदनुवर्तते  (21),"By performing their prescribed duties, King Janak and others attained perfection. You should also perform your duties to set an example for the good of the world. Whatever actions great persons perform, common people follow. Whatever standards they set, all the world pursues.","राजा जनक और अन्य महापुरुषों ने अपने नियत कर्मों का पालन करते हुए सिद्धि प्राप्त की थी इसलिए तुम्हें भी अपने कर्तव्यों का निर्वाहन करते हुए समाज के कल्याण के लिए अनुकरणीय उदाहरण प्रस्तुत करना चाहिए। महापुरुष जो भी कर्म करते हैं, सामान्य जन उनका पालन करते हैं, वे जो भी आदर्श स्थापित करते हैं, सारा संसार उनका अनुसरण करता है।",जो करते है श्रेष्ठ लोग छोटे भी वैसा करते हैं,सदा बडों के किये हुये को जग में सब अनुसरते है।।21।।,कर्म योग
3,22,न मे पार्थास्ति कर्तव्यं त्रिषु लोकेषु किञ्चन | नानवाप्तमवाप्तव्यं वर्त एव च कर्मणि  (22),"There is no duty for Me to do in all the three worlds, O Parth, nor do I have anything to gain or attain. Yet, I am engaged in prescribed duties."," हे पार्थ! समस्त तीनों लोकों में मेरे लिए कोई कर्म निश्चित नहीं है, न ही मुझे किसी पदार्थ का अभाव है और न ही मुझमें कुछ पाने की अपेक्षा है फिर भी मैं निश्चित कर्म करता हूँ।",पार्थ ! मुझे कुछ भी करने का जग में कोई न कारण है,"फिर भी कर्म किया करता हूँ,यह मेरा संधारण है।।22।।",कर्म योग
3,23,यदि ह्यहं न वर्तेयं जातु कर्मण्यतन्द्रित: | मम वर्त्मानुवर्तन्ते मनुष्या: पार्थ सर्वश:  (23),"For if I did not carefully perform the prescribed duties, O Parth, all men would follow My path in all respects.",यदि मैं सावधानीपूर्वक नियत कर्म नहीं करता तो हे पार्थ! सभी लोगों ने निश्चित रूप से सभी प्रकार से मेरे मार्ग का ही अनुसरण किया होता।,"यदि मैं शायद आलस करके, कर्म रहित हो जाउॅगा",तो मेरे ही पथ पर सारे जग को चलता पाउॅगा।।23।।,कर्म योग
3,24,उत्सीदेयुरिमे लोका न कुर्यां कर्म चेदहम् | सङ्करस्य च कर्ता स्यामुपहन्यामिमा: प्रजा:  (24),"If I ceased to perform prescribed actions, all these worlds would perish. I would be responsible for the pandemonium that would prevail, and would thereby destroy the peace of the human race.",यदि मैं अपने निर्धारित कर्म नहीं करता तब ये सभी लोक नष्ट हो जाते और मैं संसार में उत्पन्न होने वाली अराजकता के लिए उत्तरदायी होता और इस प्रकार से मानव जाति की शांति का विनाश करने वाला कहलाता।,मेरे कर्म न करने से यह जग विनष्ट हो जायेगा,"मुझे दोष देगी यह दुनियाँ,सिर्फ बुरा कहलाउॅगा।।24।।",कर्म योग
3,25,सक्ता: कर्मण्यविद्वांसो यथा कुर्वन्ति भारत | कुर्याद्विद्वांस्तथासक्तश्चिकीर्षुर्लोकसंग्रहम्  (25),"As ignorant people perform their duties with attachment to the results, O scion of Bharat, so should the wise act without attachment, for the sake of leading people on the right path.","हे भरतवंशी! जैसे अज्ञानी लोग फल की आसक्ति की कामना से कर्म करते हैं, उसी प्रकार बुद्धिमान मनुष्यों को लोगों को उचित मार्ग की ओर चलने के लिए प्रेरित करने हेतु अनासक्त रहकर कर्म करना चाहिए।",हे भारत! आसक्त भाव से ज्यों अज्ञानी करते है,वैसे ही आसक्ति छोडकर ज्ञानी कर्म बरतते है।।25।।,कर्म योग
3,26,न बुद्धिभेदं जनयेदज्ञानां कर्मसङ्गिनाम् | जोषयेत्सर्वकर्माणि विद्वान्युक्त: समाचरन्  (26),"The wise should not create discord in the intellects of ignorant people, who are attached to fruitive actions, by inducing them to stop work. Rather, by performing their duties in an enlightened manner, they should inspire the ignorant also to do their prescribed duties.","ज्ञानवान मनुष्यों को चाहिए कि वे अज्ञानी लोगों को जिनकी आसक्ति सकाम कर्म करने में रहती है, उन्हें कर्म करने से रोक कर उनकी बुद्धि में मतभेद उत्पन्न न करें अपितु स्वयं ज्ञानयुक्त होकर अपने कार्य करते हुए उन अज्ञानी लोगों को भी अपने नियत कर्म करने के लिए प्रेरित करना चाहिए।",अज्ञानी की लिप्ति बुद्धि में ज्ञानी कभी न भेद करें,स्वतः समत्तव बुद्धि से अपने निश्चित सारे कर्म करें।।26।।,कर्म योग
3,27,प्रकृते: क्रियमाणानि गुणै: कर्माणि सर्वश: | अहङ्कारविमूढात्मा कर्ताहमिति मन्यते  (27),"All activities are carried out by the three modes of material nature. But in ignorance, the soul, deluded by false identification with the body, thinks of itself as the doer.",जीवात्मा देह के मिथ्या ज्ञान के कारण स्वयं को अपने सभी कर्मों का कर्ता समझती है।यद्यपि विश्व के सभी कार्य प्रकृति के तीन गुणों के अन्तर्गत सम्पन्न होते हैं लेकिन अहंकारवश,प्राकृत गुण सूत्रों के द्वारा कर्म सभी खुद होते है,किंतु मूढ़ जन अंहकार से कहते वे यह करते हैं।।27।।,कर्म योग
3,28,तत्त्ववित्तु महाबाहो गुणकर्मविभागयो: | गुणा गुणेषु वर्तन्त इति मत्वा न सज्जते  (28),"O mighty-armed Arjun, illumined persons distinguish the soul as distinct from guṇas and karmas. They perceive that it is only the guṇas (in the shape of the senses, mind, and others) that move among the guṇas (in the shape of the objects of perception), and thus they do not get entangled in them."," हे महाबाहु अर्जुन! तत्त्वज्ञानी आत्मा की पहचान गुणों और कर्मों से भिन्न करते हैं वे समझते हैं कि 'इन्द्रिय, मन, आदि के रूप में केवल गुण ही हैं जो इन्द्रिय विषयों, (गुणेषु) में संचालित होते हैं और इसलिए वे उनमें नहीं फंसते।","गुण कर्मो के तत्व जानने वाले ,न्यारे रहते है","निरासक्त रह, प्रकृति कार्य करती है ऐसा कहते हैं।।28।।",कर्म योग
3,29,प्रकृतेर्गुणसम्मूढा: सज्जन्ते गुणकर्मसु | तानकृत्स्नविदो मन्दान्कृत्स्नविन्न विचालयेत्  (29),Those who are deluded by the operation of the guṇas become attached to the results of their actions. But the wise who understand these truths should not unsettle such ignorant people who know very little.," वे मनुष्य जो प्रकृति के गुणों के प्रभाव से मोहित होकर फल प्राप्ति की कामना के साथ अपने कर्म करते हैं लेकिन बुद्धिमान पुरुष जो इस परम सत्य को जानते हैं, उन्हें ऐसे अज्ञानी लोगों को विचलित नहीं करना चाहिए जिनका ज्ञान अल्प होता है।",प्रकृति गुण जो नहीं समझते वही लिप्ति वश होते है,"मंद बुद्धि अज्ञानी जन को,समझदार सह ढोते है।।29।।",कर्म योग
3,30,मयि सर्वाणि कर्माणि संन्यस्याध्यात्मचेतसा | निराशीर्निर्ममो भूत्वा युध्यस्व विगतज्वर:  (30),"Performing all works as an offering unto Me, constantly meditate on Me as the Supreme. Become free from desire and selfishness, and with your mental grief departed, fight!",अपने समस्त कर्मों को मुझको अर्पित करके और परमात्मा के रूप में निरन्तर मेरा ध्यान करते हुए कामना और स्वार्थ से रहित होकर अपने मानसिक दुखों को त्याग कर युद्ध करो।,मुझमें हो अध्यात्म चित्त तू कर्म सभी मम अर्पण कर,"आशा,ममता त्याग दुःख तज युद्ध के लिेये समर्पण कर।।30।।",कर्म योग
3,31,ये मे मतमिदं नित्यमनुतिष्ठन्ति मानवा: | श्रद्धावन्तोऽनसूयन्तो मुच्यन्ते तेऽपि कर्मभि:  (31),"Those who abide by these teachings of Mine, with profound faith and free from envy, are released from the bondage of karma.","जो मनुष्य अगाध श्रद्धा के साथ मेरे इन उपदेशों का अनुपालन करते हैं और दोष दृष्टि से परे रहते हैं, वे कर्म के बंधनों से मुक्त हो जाते हैं।","श्रद्धा रख जो ,दोष दृष्टि तज,सदा कर्म निज करते है",मेरे मत से दोष मुक्त हो वे निश्चिंत बरतते हैं।।31।।,कर्म योग
3,32,ये त्वेतदभ्यसूयन्तो नानुतिष्ठन्ति मे मतम् | सर्वज्ञानविमूढांस्तान्विद्धि नष्टानचेतस:  (32),"But those who find faults with My teachings, being bereft of knowledge and devoid of discrimination, they disregard these principles and bring about their own ruin.","किन्तु जो मेरे उपदेशों में दोष ढूंढते हैं, वे ज्ञान से वंचित और विवेकहीन होते हैं, इन सिद्धान्तों की उपेक्षा करने से वे अपने विनाश का कारण बनते हैं।",मेरे मत अनुसार लोग वे द्वेष द्वंद जो रखते है,वे ही मूढ सफल न होते समझ स्वयं से डरते है।।32।।,कर्म योग
3,33,सदृशं चेष्टते स्वस्या: प्रकृतेर्ज्ञानवानपि | प्रकृतिं यान्ति भूतानि निग्रह: किं करिष्यति  (33),"Even wise people act according to their natures, for all living beings are propelled by their natural tendencies. What will one gain by repression?","बुद्धिमान लोग भी अपनी प्रकृति के अनुसार कार्य करते हैं क्योंकि सभी जीव अपनी स्वाभाविक प्रवृत्ति से प्रेरित होते हैं, किसी को दमन से क्या प्राप्त हो सकता है।",अपनी प्रकृति अनुसार कर्म सब ज्ञानी जन भी करते है,हठ क्या करेगा सारे प्राणी प्रकृति भाँति ही चलते है।।33।।,कर्म योग
3,34,इन्द्रियस्येन्द्रियस्यार्थे रागद्वेषौ व्यवस्थितौ | तयोर्न वशमागच्छेत्तौ ह्यस्य परिपन्थिनौ  (34),"The senses naturally experience attachment and aversion to the sense objects, but do not be controlled by them, for they are way-layers and foes.",इन्द्रियों का इन्द्रिय विषयों के साथ स्वाभाविक रूप से राग और द्वेष होता है किन्तु मनुष्य को इनके वशीभूत नहीं होना चाहिए क्योंकि ये आत्म कल्याण के मार्ग के अवरोधक और शत्रु हैं।,इंद्रिय के इंद्रिय हित प्रायःराग द्वेष स्वाभाविक है,इंद्रिय के वश व्यक्ति न हो ये शत्रुरूप से भावित है।।34।।,कर्म योग
3,35,श्रेयान्स्वधर्मो विगुण: परधर्मात्स्वनुष्ठितात् | स्वधर्मे निधनं श्रेय: परधर्मो भयावह:  (35),"It is far better to perform one’s natural prescribed duty, though tinged with faults, than to perform another’s prescribed duty, though perfectly. In fact, it is preferable to die in the discharge of one’s duty, than to follow the path of another, which is fraught with danger.",अपने नियत कार्यों को दोष युक्त सम्पन्न करना अन्य के निश्चित कार्यों को समुचित ढंग से करने से कहीं अधिक श्रेष्ठ होता है। वास्तव में अपने कर्तव्य का पालन करते हुए मरना दूसरों के जोखिम से युक्त भयावह मार्ग का अनुसरण करने से श्रेयस्कर होता है।,अपना कर्म गुण रहित हो तो भी अपना हितकारी है,"औरों का तो धर्म भयंकर , निज में मरण सुखारी है।।35।।",कर्म योग
3,36,अर्जुन उवाच | अथ केन प्रयुक्तोऽयं पापं चरति पूरुष: | अनिच्छन्नपि वार्ष्णेय बलादिव नियोजित:  (36),"Arjun asked: Why is a person impelled to commit sinful acts, even unwillingly, as if by force, O descendent of Vrishni (Krishna)?","अर्जुन ने कहा! हे वृष्णिवंशी, श्रीकृष्ण! इच्छा न होते हुए भी मनुष्य पापजन्य कर्मों की ओर क्यों प्रवृत्त होता है। ऐसा प्रतीत होता है कि उसे बलपूर्वक पाप कर्मों में लगाया जाता है।",इच्छा विपरीत मनुज क्यों पाप आचरण करता है ?,"लगता है कोई करा रहा है,वृत्ति ये कैसे धरता है।।36।।",कर्म योग
3,37,श्रीभगवानुवाच | काम एष क्रोध एष रजोगुणसमुद्भव:  (महाशनो महापाप्मा विद्ध्येनमिह वैरिणम् ),"The Supreme Lord said: It is lust alone, which is born of contact with the mode of passion, and later transformed into anger. Know this as the sinful, all-devouring enemy in the world.","परमात्मा श्रीकृष्ण कहते हैं-अकेली काम वासना जो रजोगुण के सम्पर्क में आने से उत्पन्न होती है और बाद में क्रोध का रूप धारण कर लेती है, इसे पाप के रूप में संसार का सर्वभक्षी शत्रु समझो।","काम और ये क्रोध,मनुज के कर्मो के दुष्प्रेरक है","अति बुभुक्षु ओै"" पापी हैं ये बडे शत्रु संप्रेषक है।।37।।",कर्म योग
3,38,धूमेनाव्रियते वह्निर्यथादर्शो मलेन च | यथोल्बेनावृतो गर्भस्तथा तेनेदमावृतम्  (38),"Just as a fire is covered by smoke, a mirror is masked by dust, and an embryo is concealed by the womb, similarly one’s knowledge gets shrouded by desire.","जैसे अग्नि धुएँ से ढकी रहती है, दर्पण धूल से आवृत रहता है तथा भ्रूण गर्भाशय से अप्रकट रहता है, उसी प्रकार से कामनाओं के कारण मनुष्य के ज्ञान पर आवरण पड़ा रहता है।","अग्नि धुयें से मल से दर्पण, गर्भ श्र्लेष्म संवेष्ठित ज्यों","मनो विकारों के जालों में ज्ञान,पार्थ! आच्छादित त्यों।।38।।",कर्म योग
3,39,आवृतं ज्ञानमेतेन ज्ञानिनो नित्यवैरिणा | कामरूपेण कौन्तेय दुष्पूरेणानलेन च  (39),"The knowledge of even the most discerning gets covered by this perpetual enemy in the form of insatiable desire, which is never satisfied and burns like fire, O son of Kunti.",हे कुन्ती पुत्र! इस प्रकार ज्ञानी पुरुष का ज्ञान भी अतृप्त कामना रूपी नित्य शत्रु से आच्छादित रहता है जो कभी संतुष्ट नहीं होता और अग्नि के समान जलता रहता है।,"हे कुन्तीसुत,सबके बैरी, नित अतृप्त अग्नि से ये","काम,क्रोध ज्ञानी के ज्ञान को अनचाहे से ढक लेते।।39।।",कर्म योग
3,40,इन्द्रियाणि मनो बुद्धिरस्याधिष्ठानमुच्यते | एतैर्विमोहयत्येष ज्ञानमावृत्य देहिनम्  (40),"The senses, mind, and intellect are said to be breeding grounds of desire. Through them, it clouds one’s knowledge and deludes the embodied soul.","इन्द्रिय, मन और बुद्धि को कामना की प्रजनन भूमि कहा जाता है जिनके द्वारा यह मनुष्य के ज्ञान को आच्छादित कर लेती है और देहधारियों को मोहित करती है।","इंद्रिय मन औ"" बुद्धि काम के प्यारे ठौर ठिकाने हैं","जो आच्छादित कर लेते खुद,ज्ञान को नित मनमाने हैं।।40।।",कर्म योग
3,41,तस्मात्त्वमिन्द्रियाण्यादौ नियम्य भरतर्षभ | पाप्मानं प्रजहि ह्येनं ज्ञानविज्ञाननाशनम्  (41),"Therefore, O best of the Bharatas, in the very beginning bring the senses under control and slay this enemy called desire, which is the embodiment of sin and destroys knowledge and realization.",इसलिए हे भरतवंशियों में श्रेष्ठ! प्रारम्भ से ही इन इन्द्रियों को नियंत्रण में रखकर कामना रूपी शत्रु का वध कर डालो जो पाप का मूर्तरूप तथा ज्ञान और आत्मबोध का विनाशक है।,"इससे तू इंद्रिय संयम कर , भरत श्रेष्ठ ! पहले सबसे","ज्ञान और विज्ञान विनाशक,पापी का हो नाश जिससे।।41।।",कर्म योग
3,42,इन्द्रियाणि पराण्याहुरिन्द्रियेभ्य: परं मन: | मनसस्तु परा बुद्धिर्यो बुद्धे: परतस्तु स:  (42),"The senses are superior to the gross body, and superior to the senses is the mind. Beyond the mind is the intellect, and even beyond the intellect is the soul.","इन्द्रियाँ स्थूल शरीर से श्रेष्ठ हैं और इन्द्रियों से उत्तम मन, मन से श्रेष्ठ बुद्धि और आत्मा बुद्धि से भी परे है।","तन से श्रेष्ठ इंद्रियाँ हैं, इंद्रिय से मन,मन से बुद्धि",और बुद्धि से श्रेष्ठ है वह आत्मा जिससे अंतर्शुद्धि।।42।।,कर्म योग
3,43,एवं बुद्धे: परं बुद्ध्वा संस्तभ्यात्मानमात्मना | जहि शत्रुं महाबाहो कामरूपं दुरासदम्  (43),"Thus knowing the soul to be superior to the material intellect, O mighty armed Arjun, subdue the lower self (senses, mind, and intellect) by the higher self (strength of the soul), and kill this formidable enemy called lust.","इस प्रकार हे महाबाहु! आत्मा को लौकिक बुद्धि से श्रेष्ठ जानकर अपनी इन्द्रिय, मन और बुद्धि पर संयम रखो और आत्मज्ञान द्वारा कामरूपी दुर्जेय शत्रु का दमन करो।",अतः बुद्धि से श्रेष्ठ समझकर आत्मा को अपने बल से,अर्जुन!दुर्जय काम शत्रु का हनन करो श्रम निश्चल से।।43।।,कर्म योग
4,1,श्रीभगवानुवाच | इमं विवस्वते योगं प्रोक्तवानहमव्ययम् | विवस्वान्मनवे प्राह मनुरिक्ष्वाकवेऽब्रवीत्  (1),"The Supreme Lord Shree Krishna said: I taught this eternal science of Yog to the Sun God, Vivasvan, who passed it on to Manu; and Manu, in turn, instructed it to Ikshvaku.","परम भगवान श्रीकृष्ण ने कहा-मैने इस शाश्वत ज्ञानयोग का उपदेश सूर्यदेव, विवस्वान् को दिया और विवस्वान् ने मनु और फिर इसके बाद मनु ने इसका उपदेश इक्ष्वाकु को दिया।",मैने पहले अमर योग यह विवस्वान को बतलाया,"विवस्वान ने मनु को ,मनु ने इक्ष्वाकु को समझाया।।1।।",ज्ञान कर्म संन्यास योग
4,2,एवं परम्पराप्राप्तमिमं राजर्षयो विदु: | स कालेनेह महता योगो नष्ट: परन्तप  (2),"O subduer of enemies, the saintly kings thus received this science of Yog in a continuous tradition. But with the long passage of time, it was lost to the world.",हे शत्रुओं के दमन कर्ता! इस प्रकार राजर्षियों ने सतत गुरु परम्परा पद्धति द्वारा ज्ञान योग की विद्या प्राप्त की किन्तु अनन्त युगों के साथ यह विज्ञान संसार से लुप्त हो गया प्रतीत होता है।,इस प्रकार से परंपरागत इसे राजर्षियों ने जाना,"किंतु काल क्रम में विनष्ट हो,नही रह सका पहचाना।।2।।",ज्ञान कर्म संन्यास योग
4,3,स एवायं मया तेऽद्य योग: प्रोक्त: पुरातन: | भक्तोऽसि मे सखा चेति रहस्यं ह्येतदुत्तमम्  (3),"The same ancient knowledge of Yog, which is the supreme secret, I am today revealing unto you, because you are My friend as well as My devotee, who can understand this transcendental wisdom.",उसी प्राचीन गूढ़ योगज्ञान को आज मैं तुम्हारे सम्मुख प्रकट कर रहा हूँ क्योंकि तुम मेरे मित्र एवं मेरे भक्त हो इसलिए तुम इस दिव्य ज्ञान को समझ सकते हो।,वही पुराना योग आज है मैने तुझको बतलाया,क्योंकि तू मेरा परम मित्र है और ये मेरा मनभाया।।3।।,ज्ञान कर्म संन्यास योग
4,4,अर्जुन उवाच | अपरं भवतो जन्म परं जन्म विवस्वत: | कथमेतद्विजानीयां त्वमादौ प्रोक्तवानिति  (4),Arjun said: You were born much after Vivasvan. How am I to understand that in the beginning You instructed this science to him?,अर्जुन ने कहा! आपका जन्म विवस्वान् के बहुत बाद हुआ तब मैं फिर यह कैसे मान लूं कि प्रारम्भ में आपने उन्हें इस ज्ञान का उपदेश दिया था।,जन्म आपका अभी बाद का विवस्वान थे पहले के,तो फिर कैसे समझूँ बाते कही आपने ये उनसे।।4।।,ज्ञान कर्म संन्यास योग
4,5,श्रीभगवानुवाच | बहूनि मे व्यतीतानि जन्मानि तव चार्जुन | तान्यहं वेद सर्वाणि न त्वं वेत्थ परन्तप  (5),"The Supreme Lord said: Both you and I have had many births, O Arjun. You have forgotten them, while I remember them all, O Parantapa.",तुम्हारे और मेरे अनन्त जन्म हो चुके हैं किन्तु हे परन्तप! तुम उन्हें भूल चुके हो जबकि मुझे उन सबका स्मरण है।,मेरे तेरे जन्म अनेकों भूत काल में बीते हैं,"मुझे याद हैं सारे,लेकिन तेरे ज्ञान में रीते हैं।।5।।",ज्ञान कर्म संन्यास योग
4,6,अजोऽपि सन्नव्ययात्मा भूतानामीश्वरोऽपि सन् | प्रकृतिं स्वामधिष्ठाय सम्भवाम्यात्ममायया  (6),"Although I am unborn, the Lord of all living entities, and have an imperishable nature, yet I appear in this world by virtue of Yogmaya, My divine power.",यद्यपि मैं अजन्मा और समस्त जीवों का स्वामी और अविनाशी प्रकृति का हूँ तथापि मैं इस संसार में अपनी दिव्य शक्ति योगमाया द्वारा प्रकट होता हूँ।,"मैं अजन्म,अविनाशी आत्मा,सारे जग का ईश्वर हूँ","आत्म प्रकृति स्वाधीन शक्ति से ,अपना जन्म प्रकटता हूँ।।6।।",ज्ञान कर्म संन्यास योग
4,7,यदा यदा हि धर्मस्य ग्लानिर्भवति भारत | अभ्युत्थानमधर्मस्य तदात्मानं सृजाम्यहम्  (7),"Whenever there is a decline in righteousness and an increase in unrighteousness, O Arjun, at that time I manifest Myself on earth.",जब जब धरती पर धर्म का पतन और अधर्म में वृद्धि होती है तब उस समय मैं पृथ्वी पर अवतार लेता हूँ।,जब जब धर्म हृास होता है तब तब खुद को सृजता हॅू,"करने नाश अधर्म बढे का, जीवन लीला रचता हूँ।।7।।",ज्ञान कर्म संन्यास योग
4,8,परित्राणाय साधूनां विनाशाय च दुष्कृताम् | धर्मसंस्थापनार्थाय सम्भवामि युगे युगे  (8),"To protect the righteous, to annihilate the wicked, and to reestablish the principles of dharma I appear on this earth, age after age.",भक्तों का उद्धार और दुष्टों का विनाश करने और धर्म की मर्यादा पुनः स्थापित करने के लिए मैं प्रत्येक युग में प्रकट होता हूँ।,"अच्छों की रक्षा करने को,दुष्टों को हटवाने को ","समय समय पर रक्षा करने धर्म की, पाप मिटाने को।।8।।",ज्ञान कर्म संन्यास योग
4,9,जन्म कर्म च मे दिव्यमेवं यो वेत्ति तत्त्वत: | त्यक्त्वा देहं पुनर्जन्म नैति मामेति सोऽर्जुन  (9),"Those who understand the divine nature of My birth and activities, O Arjun, upon leaving the body, do not have to take birth again, but come to My eternal abode.",हे अर्जुन! जो मेरे जन्म एवं कर्मों की दिव्य प्रकृति को जानते हैं वे शरीर छोड़ने पर संसार में पुनः जन्म नहीं लेते अपितु मेरे नित्य धाम को प्राप्त करते हैं।,"मेरे जन्म दिव्य कर्मो का, जो भी तत्व समझते हैं",अर्जुन ! देह त्याग वे मुझमें मिलते जन्म न धरते है।।9।।,ज्ञान कर्म संन्यास योग
4,10,वीतरागभयक्रोधा मन्मया मामुपाश्रिता: | बहवो ज्ञानतपसा पूता मद्भावमागता:  (10),"Being free from attachment, fear, and anger, becoming fully absorbed in Me, and taking refuge in Me, many persons in the past became purified by knowledge of Me, and thus attained My divine love."," आसक्ति, भय और क्रोध से मुक्त होकर पूर्ण रूप से मुझमें तल्लीन होकर मेरी शरण ग्रहण कर भूतकाल में अनेक लोग मेरे ज्ञान से पवित्र हो चुके हैं और इस प्रकार से उन्होंने मेरा दिव्य प्रेम प्राप्त किया है।","राग-द्वेष भय क्रोध रहित वे,मुझमें ही मिल जाते हैं","बहुत ज्ञान तप से पवित्र हो,मुझे प्राप्त कर पाते हैं।।10।।",ज्ञान कर्म संन्यास योग
4,11,ये यथा मां प्रपद्यन्ते तांस्तथैव भजाम्यहम् | मम वर्त्मानुवर्तन्ते मनुष्या: पार्थ सर्वश:  (11),"In whatever way people surrender unto Me, I reciprocate accordingly. Everyone follows My path, knowingly or unknowingly, O son of Pritha.", जिस भाव से लोग मेरी शरण ग्रहण करते हैं उसी भाव के अनुरूप मैं उन्हें फल देता हूँ। हे पृथा पुत्र! सभी लोग जाने या अनजाने में मेरे मार्ग का ही अनुसरण करते हैं।,जो मुझ को जैसा भजते हैं उन्हें वही फल देता हूँ,"मेरे पथ का पार्थ ! अनुगमन करे जो ,उनको सबंल देता हूँ।।11।।",ज्ञान कर्म संन्यास योग
4,12,काङ् क्षन्त: कर्मणां सिद्धिं यजन्त इह देवता: | क्षिप्रं हि मानुषे लोके सिद्धिर्भवति कर्मजा  (12),"In this world, those desiring success in material activities worship the celestial gods, since material rewards manifest quickly.",इस संसार में जो लोग सकाम कर्मों में सफलता चाहते हैं वे लोग स्वर्ग के देवताओं की पूजा करते हैं क्योंकि सकाम कर्मों का फल शीघ्र प्राप्त होता है।,कर्म सिद्धि अभिलाषा वाले देवों को जपते जग में,कर्मो से मानव जल्दी ही सिद्धि प्राप्त करते सब है।।12।।,ज्ञान कर्म संन्यास योग
4,13,चातुर्वर्ण्यं मया सृष्टं गुणकर्मविभागश: | तस्य कर्तारमपि मां विद्ध्यकर्तारमव्ययम्  (13),"The four categories of occupations were created by Me according to people’s qualities and activities. Although I am the Creator of this system, know Me to be the Non-doer and Eternal.",मनुष्यों के गुणों और कर्मों के अनुसार मेरे द्वारा चार वर्णों की रचना की गयी है। यद्यपि मैं इस व्यवस्था का सृष्टा हूँ किन्तु तुम मुझे अकर्ता और अविनाशी मानो।,मैनें चार वर्ण गुण-कर्मो के अनुसार बनाये हैं,"कर्ता हो भी पार्थ,अकर्ता के से गुण अपनाये हैं।।13।।",ज्ञान कर्म संन्यास योग
